Symbol,Series,Record Date,Bc Start Date,Bc End Date,Ex Date,No Delivery Start Date,No Delivery End Date,Purpose,
0559F16,GC,04/06/2006,-,-,01/06/2006,01/06/2006,01/06/2006,INT,
0559F16,GC,04/12/2009,-,-,01/12/2009,-,-,INTEREST PAYMENT,
0559F16,GC,04/06/2009,-,-,01/06/2009,-,-,INTEREST PAYMENT,
0559F16,GC,04/12/2008,-,-,01/12/2008,-,-,INTEREST PAYMENT,
0559F16,GC,04/12/2007,-,-,29/11/2007,-,-,INTEREST PAYMENT,
0559F16,GC,04/06/2007,-,-,31/05/2007,-,-,INTEREST PAYMENT,
0559F16,GC,04/06/2008,-,-,30/05/2008,-,-,INTEREST PAYMENT,
0559F16,GC,04/12/2006,-,-,30/11/2006,-,-,INTEREST PAYMENT,
0559F16,GC,04/06/2010,-,-,01/06/2010,-,-,INTEREST PAYMENT,
0559F16,GC,04/06/2011,-,-,01/06/2011,-,-,-,
0559F16,GC,04/12/2010,-,-,01/12/2010,-,-,-,
0564A19,GC,02/01/2010,-,-,29/12/2009,-,-,INTEREST PAYMENT,
0564A19,GC,02/01/2009,-,-,30/12/2008,-,-,INTEREST PAYMENT,
0564A19,GC,02/01/2008,-,-,28/12/2007,-,-,INTEREST PAYMENT,
0564A19,GC,02/07/2009,-,-,26/06/2009,-,-,INTEREST PAYMENT,
0564A19,GC,02/07/2008,-,-,26/06/2008,-,-,INTEREST PAYMENT,
0564A19,GC,02/07/2010,-,-,28/06/2010,-,-,INTEREST PAYMENT,
0564A19,GC,02/07/2006,-,-,29/06/2006,29/06/2006,29/06/2006,INTEREST PAYMENT,
0564A19,GC,02/01/2007,-,-,28/12/2006,-,-,INTEREST PAYMENT,
0564A19,GC,02/07/2007,-,-,28/06/2007,-,-,INTEREST PAYMENT,
0564A19,GC,02/01/2011,-,-,30/12/2010,-,-,-,
0564A19,GC,02/07/2011,-,-,28/06/2011,-,-,-,
0569I18,GC,25/03/2008,-,-,18/03/2008,-,-,INTEREST PAYMENT,
0569I18,GC,25/09/2009,-,-,22/09/2009,-,-,INTEREST PAYMENT,
0569I18,GC,25/03/2009,-,-,20/03/2009,-,-,INTEREST PAYMENT,
0569I18,GC,25/03/2007,-,-,22/03/2007,-,-,INTEREST PAYMENT,
0569I18,GC,25/09/2006,-,-,21/09/2006,21/09/2006,21/09/2006,INTEREST PAYMENT,
0569I18,GC,25/03/2010,-,-,22/03/2010,-,-,INTEREST PAYMENT,
0569I18,GC,25/09/2008,-,-,22/09/2008,-,-,INTEREST PAYMENT,
0569I18,GC,25/09/2007,-,-,20/09/2007,-,-,INTEREST PAYMENT,
0569I18,GC,25/03/2011,-,-,22/03/2011,-,-,-,
0569I18,GC,25/09/2010,-,-,22/09/2010,-,-,-,
0587A10,GC,02/01/2010,-,-,29/12/2009,-,-,INT PAYMENT/ REDEMPTION,
0587A10,GC,02/01/2009,-,-,30/12/2008,-,-,INTEREST PAYMENT,
0587A10,GC,02/07/2009,-,-,26/06/2009,-,-,INTEREST PAYMENT,
0587A10,GC,02/07/2008,-,-,26/06/2008,-,-,INTEREST PAYMENT,
0587A10,GC,02/07/2006,-,-,29/06/2006,29/06/2006,29/06/2006,INTEREST PAYMENT,
0587A10,GC,02/01/2007,-,-,28/12/2006,-,-,INTEREST PAYMENT,
0587A10,GC,02/01/2008,-,-,28/12/2007,-,-,INTEREST PAYMENT,
0587A10,GC,02/07/2007,-,-,28/06/2007,-,-,INTEREST PAYMENT,
0587H22,GC,28/02/2008,-,-,25/02/2008,-,-,INTEREST PAYMENT,
0587H22,GC,28/08/2007,-,-,23/08/2007,-,-,INTEREST PAYMENT,
0587H22,GC,28/08/2008,-,-,25/08/2008,-,-,INTEREST PAYMENT,
0587H22,GC,28/08/2009,-,-,25/08/2009,-,-,INTEREST PAYMENT,
0587H22,GC,28/02/2009,-,-,25/02/2009,-,-,INTEREST PAYMENT,
0587H22,GC,28/02/2010,-,-,24/02/2010,-,-,INTEREST PAYMENT,
0587H22,GC,28/08/2006,-,-,24/08/2006,24/08/2006,24/08/2006,INTEREST PAYMENT,
0587H22,GC,28/02/2007,-,-,23/02/2007,-,-,INTEREST PAYMENT,
0587H22,GC,28/02/2011,-,-,24/02/2011,-,-,-,
0587H22,GC,28/08/2010,-,-,25/08/2010,-,-,-,
0601C28,GC,25/03/2010,-,-,22/03/2010,-,-,INTEREST PAYMENT,
0601C28,GC,25/09/2008,-,-,22/09/2008,-,-,INTEREST PAYMENT,
0601C28,GC,25/09/2007,-,-,20/09/2007,-,-,INTEREST PAYMENT,
0601C28,GC,25/03/2008,-,-,18/03/2008,-,-,INTEREST PAYMENT,
0601C28,GC,25/09/2009,-,-,22/09/2009,-,-,INTEREST PAYMENT,
0601C28,GC,25/03/2009,-,-,20/03/2009,-,-,INTEREST PAYMENT,
0601C28,GC,25/03/2007,-,-,22/03/2007,-,-,INTEREST PAYMENT,
0601C28,GC,25/09/2006,-,-,21/09/2006,21/09/2006,21/09/2006,INTEREST PAYMENT,
0601C28,GC,25/03/2011,-,-,22/03/2011,-,-,-,
0601C28,GC,25/09/2010,-,-,22/09/2010,-,-,-,
0605F19,GC,12/06/2006,-,-,08/06/2006,08/06/2006,08/06/2006,INT,
0605F19,GC,12/12/2006,-,-,07/12/2006,-,-,INTEREST PAYMENT,
0605F19,GC,12/12/2009,-,-,09/12/2009,-,-,INTEREST PAYMENT,
0605F19,GC,12/06/2007,-,-,07/06/2007,-,-,INTEREST PAYMENT,
0605F19,GC,12/06/2008,-,-,09/06/2008,-,-,INTEREST PAYMENT,
0605F19,GC,12/12/2008,-,-,08/12/2008,-,-,INTEREST PAYMENT,
0605F19,GC,12/06/2009,-,-,09/06/2009,-,-,INTEREST PAYMENT,
0605F19,GC,12/12/2007,-,-,07/12/2007,-,-,INTEREST PAYMENT,
0605F19,GC,12/12/2010,-,-,09/12/2010,-,-,-,
0605F19,GC,12/06/2011,-,-,09/06/2011,-,-,-,
0613F28,GC,04/06/2006,-,-,01/06/2006,01/06/2006,01/06/2006,INT,
0613F28,GC,04/12/2006,-,-,30/11/2006,-,-,INTEREST PAYMENT,
0613F28,GC,04/06/2010,-,-,01/06/2010,-,-,INTEREST PAYMENT,
0613F28,GC,04/06/2007,-,-,31/05/2007,-,-,INTEREST PAYMENT,
0613F28,GC,04/06/2008,-,-,30/05/2008,-,-,INTEREST PAYMENT,
0613F28,GC,04/12/2007,-,-,29/11/2007,-,-,INTEREST PAYMENT,
0613F28,GC,04/06/2009,-,-,01/06/2009,-,-,INTEREST PAYMENT,
0613F28,GC,04/12/2008,-,-,01/12/2008,-,-,INTEREST PAYMENT,
0613F28,GC,04/12/2009,-,-,01/12/2009,-,-,INTEREST PAYMENT,
0613F28,GC,04/06/2011,-,-,01/06/2011,-,-,-,
0613F28,GC,04/12/2010,-,-,01/12/2010,-,-,-,
0617F23,GC,12/06/2006,-,-,08/06/2006,08/06/2006,08/06/2006,INT,
0617F23,GC,12/12/2006,-,-,07/12/2006,-,-,INTEREST PAYMENT,
0617F23,GC,12/12/2009,-,-,09/12/2009,-,-,INTEREST PAYMENT,
0617F23,GC,12/12/2007,-,-,07/12/2007,-,-,INTEREST PAYMENT,
0617F23,GC,12/06/2009,-,-,09/06/2009,-,-,INTEREST PAYMENT,
0617F23,GC,12/06/2008,-,-,09/06/2008,-,-,INTEREST PAYMENT,
0617F23,GC,12/12/2008,-,-,08/12/2008,-,-,INTEREST PAYMENT,
0617F23,GC,12/06/2007,-,-,07/06/2007,-,-,INTEREST PAYMENT,
0617F23,GC,12/12/2010,-,-,09/12/2010,-,-,-,
0617F23,GC,12/06/2011,-,-,09/06/2011,-,-,-,
0625A18,GC,02/07/2007,-,-,28/06/2007,-,-,INTEREST PAYMENT,
0625A18,GC,02/07/2010,-,-,28/06/2010,-,-,INTEREST PAYMENT,
0625A18,GC,02/01/2007,-,-,28/12/2006,-,-,INTEREST PAYMENT,
0625A18,GC,02/01/2010,-,-,29/12/2009,-,-,INTEREST PAYMENT,
0625A18,GC,02/07/2008,-,-,26/06/2008,-,-,INTEREST PAYMENT,
0625A18,GC,02/07/2009,-,-,26/06/2009,-,-,INTEREST PAYMENT,
0625A18,GC,02/01/2009,-,-,30/12/2008,-,-,INTEREST PAYMENT,
0625A18,GC,02/07/2006,-,-,29/06/2006,29/06/2006,29/06/2006,INTEREST PAYMENT,
0625A18,GC,02/01/2008,-,-,28/12/2007,-,-,INTEREST PAYMENT,
0625A18,GC,02/01/2011,-,-,30/12/2010,-,-,-,
0625A18,GC,02/07/2011,-,-,28/06/2011,-,-,-,
0630D23,GC,09/10/2007,-,-,04/10/2007,-,-,INTEREST PAYMENT,
0630D23,GC,09/04/2008,-,-,04/04/2008,-,-,INTEREST PAYMENT,
0630D23,GC,09/10/2006,-,-,05/10/2006,-,-,INTEREST PAYMENT,
0630D23,GC,09/04/2007,-,-,04/04/2007,-,-,INTEREST PAYMENT,
0630D23,GC,09/04/2010,-,-,06/04/2010,-,-,INTEREST PAYMENT,
0630D23,GC,09/04/2009,-,-,02/04/2009,-,-,INTEREST PAYMENT,
0630D23,GC,09/10/2009,-,-,06/10/2009,-,-,INTEREST PAYMENT,
0630D23,GC,09/10/2008,-,-,06/10/2008,-,-,INTEREST PAYMENT,
0630D23,GC,09/10/2010,-,-,06/10/2010,-,-,-,
0630D23,GC,09/04/2011,-,-,06/04/2011,-,-,-,
0635A20,GC,02/01/2010,-,-,29/12/2009,-,-,INTEREST PAYMENT,
0635A20,GC,02/07/2007,-,-,28/06/2007,-,-,INTEREST PAYMENT,
0635A20,GC,02/01/2008,-,-,28/12/2007,-,-,INTEREST PAYMENT,
0635A20,GC,02/07/2008,-,-,26/06/2008,-,-,INTEREST PAYMENT,
0635A20,GC,02/07/2010,-,-,28/06/2010,-,-,INTEREST PAYMENT,
0635A20,GC,02/07/2009,-,-,26/06/2009,-,-,INTEREST PAYMENT,
0635A20,GC,02/01/2009,-,-,30/12/2008,-,-,INTEREST PAYMENT,
0635A20,GC,02/01/2007,-,-,28/12/2006,-,-,INTEREST PAYMENT,
0635A20,GC,02/07/2006,-,-,29/06/2006,29/06/2006,29/06/2006,INTEREST PAYMENT,
0635A20,GC,02/01/2011,-,-,30/12/2010,-,-,-,
0635A20,GC,02/07/2011,-,-,28/06/2011,-,-,-,
0665D09,GC,05/04/2009,-,-,31/03/2009,-,-,INT PAYMENT/ REDEMPTION,
0665D09,GC,05/04/2007,-,-,30/03/2007,-,-,INTEREST PAYMENT,
0665D09,GC,05/04/2008,-,-,02/04/2008,-,-,INTEREST PAYMENT,
0665D09,GC,05/10/2007,-,-,01/10/2007,-,-,INTEREST PAYMENT,
0665D09,GC,05/10/2008,-,-,01/10/2008,-,-,INTEREST PAYMENT,
0665D09,GC,05/10/2006,-,-,29/09/2006,-,-,INTEREST PAYMENT,
0672B14,GC,24/08/2007,-,-,21/08/2007,-,-,INTEREST PAYMENT,
0672B14,GC,24/08/2008,-,-,21/08/2008,-,-,INTEREST PAYMENT,
0672B14,GC,24/08/2009,-,-,20/08/2009,-,-,INTEREST PAYMENT,
0672B14,GC,24/02/2008,-,-,21/02/2008,-,-,INTEREST PAYMENT,
0672B14,GC,24/02/2009,-,-,19/02/2009,-,-,INTEREST PAYMENT,
0672B14,GC,24/02/2010,-,-,19/02/2010,-,-,INTEREST PAYMENT,
0672B14,GC,24/08/2006,-,-,21/08/2006,21/08/2006,22/08/2006,INTEREST PAYMENT,
0672B14,GC,24/02/2007,-,-,21/02/2007,-,-,INTEREST PAYMENT,
0672B14,GC,24/02/2011,-,-,21/02/2011,-,-,-,
0672B14,GC,24/08/2010,-,-,18/08/2010,-,-,-,
0675K07,GC,22/05/2006,-,-,18/05/2006,18/05/2006,18/05/2006,INT,
0675K07,GC,22/05/2007,-,-,17/05/2007,-,-,INTEREST PAYMENT,
0675K07,GC,22/11/2006,-,-,17/11/2006,-,-,INTEREST PAYMENT,
0675K07,GC,22/11/2007,-,-,19/11/2007,-,-,INTEREST/ REDEMPTION,
0685D12,GC,05/10/2008,-,-,01/10/2008,-,-,INTEREST PAYMENT,
0685D12,GC,05/04/2009,-,-,31/03/2009,-,-,INTEREST PAYMENT,
0685D12,GC,05/04/2008,-,-,02/04/2008,-,-,INTEREST PAYMENT,
0685D12,GC,05/10/2009,-,-,29/09/2009,-,-,INTEREST PAYMENT,
0685D12,GC,05/10/2007,-,-,01/10/2007,-,-,INTEREST PAYMENT,
0685D12,GC,05/04/2007,-,-,30/03/2007,-,-,INTEREST PAYMENT,
0685D12,GC,05/10/2006,-,-,29/09/2006,-,-,INTEREST PAYMENT,
0685D12,GC,05/04/2010,-,-,30/03/2010,-,-,INTEREST PAYMENT,
0685D12,GC,05/10/2010,-,-,29/09/2010,-,-,-,
0685D12,GC,05/04/2011,-,-,30/03/2011,-,-,-,
0700E09,GC,25/05/2006,-,-,22/05/2006,22/05/2006,23/05/2006,INT,
0700E09,GC,25/05/2009,-,-,21/05/2009,-,-,INT PAYMENT/ REDEMPTION,
0700E09,GC,25/05/2007,-,-,22/05/2007,-,-,INTEREST PAYMENT,
0700E09,GC,25/11/2007,-,-,21/11/2007,-,-,INTEREST PAYMENT,
0700E09,GC,25/11/2008,-,-,20/11/2008,-,-,INTEREST PAYMENT,
0700E09,GC,25/11/2006,-,-,22/11/2006,-,-,INTEREST PAYMENT,
0700E09,GC,25/05/2008,-,-,22/05/2008,-,-,INTEREST PAYMENT,
0727I13,GC,03/03/2010,-,-,25/02/2010,-,-,INTEREST PAYMENT,
0727I13,GC,03/09/2008,-,-,29/08/2008,-,-,INTEREST PAYMENT,
0727I13,GC,03/03/2007,-,-,28/02/2007,-,-,INTEREST PAYMENT,
0727I13,GC,03/09/2007,-,-,30/08/2007,-,-,INTEREST PAYMENT,
0727I13,GC,03/03/2008,-,-,28/02/2008,-,-,INTEREST PAYMENT,
0727I13,GC,03/09/2006,-,-,31/08/2006,31/08/2006,31/08/2006,INTEREST PAYMENT,
0727I13,GC,03/09/2009,-,-,31/08/2009,-,-,INTEREST PAYMENT,
0727I13,GC,03/03/2009,-,-,26/02/2009,-,-,INTEREST PAYMENT,
0727I13,GC,03/09/2010,-,-,31/08/2010,-,-,-,
0727I13,GC,03/03/2011,-,-,28/02/2011,-,-,-,
0737D14,GC,16/10/2008,-,-,13/10/2008,-,-,INTEREST PAYMENT,
0737D14,GC,16/10/2006,-,-,12/10/2006,-,-,INTEREST PAYMENT,
0737D14,GC,16/04/2007,-,-,12/04/2007,-,-,INTEREST PAYMENT,
0737D14,GC,16/04/2010,-,-,12/04/2010,-,-,INTEREST PAYMENT,
0737D14,GC,16/04/2008,-,-,10/04/2008,-,-,INTEREST PAYMENT,
0737D14,GC,16/10/2007,-,-,11/10/2007,-,-,INTEREST PAYMENT,
0737D14,GC,16/04/2009,-,-,09/04/2009,-,-,INTEREST PAYMENT,
0737D14,GC,16/10/2009,-,-,12/10/2009,-,-,INTEREST PAYMENT,
0737D14,GC,16/10/2010,-,-,13/10/2010,-,-,-,
0737D14,GC,16/04/2011,-,-,11/04/2011,-,-,-,
0738I15,GC,03/03/2007,-,-,28/02/2007,-,-,INTEREST PAYMENT,
0738I15,GC,03/03/2010,-,-,25/02/2010,-,-,INTEREST PAYMENT,
0738I15,GC,03/09/2009,-,-,31/08/2009,-,-,INTEREST PAYMENT,
0738I15,GC,03/09/2007,-,-,30/08/2007,-,-,INTEREST PAYMENT,
0738I15,GC,03/09/2008,-,-,29/08/2008,-,-,INTEREST PAYMENT,
0738I15,GC,03/09/2006,-,-,31/08/2006,31/08/2006,31/08/2006,INTEREST PAYMENT,
0738I15,GC,03/03/2008,-,-,28/02/2008,-,-,INTEREST PAYMENT,
0738I15,GC,03/03/2009,-,-,26/02/2009,-,-,INTEREST PAYMENT,
0738I15,GC,03/03/2011,-,-,28/02/2011,-,-,-,
0738I15,GC,03/09/2010,-,-,31/08/2010,-,-,-,
0740E12,GC,03/05/2006,-,-,28/04/2006,28/04/2006,29/04/2006,INT,
0740E12,GC,03/11/2006,-,-,31/10/2006,-,-,INTEREST PAYMENT,
0740E12,GC,03/11/2008,-,-,29/10/2008,-,-,INTEREST PAYMENT,
0740E12,GC,03/05/2009,-,-,28/04/2009,-,-,INTEREST PAYMENT,
0740E12,GC,03/11/2007,-,-,31/10/2007,-,-,INTEREST PAYMENT,
0740E12,GC,03/05/2008,-,-,29/04/2008,-,-,INTEREST PAYMENT,
0740E12,GC,03/11/2009,-,-,29/10/2009,-,-,INTEREST PAYMENT,
0740E12,GC,03/05/2007,-,-,26/04/2007,-,-,INTEREST PAYMENT,
0740E12,GC,03/05/2010,-,-,28/04/2010,-,-,INTEREST PAYMENT,
0740E12,GC,03/11/2010,-,-,29/10/2010,-,-,-,
0740E12,GC,03/05/2011,-,-,28/04/2011,-,-,-,
0746H17,GC,28/02/2008,-,-,25/02/2008,-,-,INTEREST PAYMENT,
0746H17,GC,28/02/2009,-,-,25/02/2009,-,-,INTEREST PAYMENT,
0746H17,GC,28/08/2008,-,-,25/08/2008,-,-,INTEREST PAYMENT,
0746H17,GC,28/08/2009,-,-,25/08/2009,-,-,INTEREST PAYMENT,
0746H17,GC,28/02/2010,-,-,24/02/2010,-,-,INTEREST PAYMENT,
0746H17,GC,28/08/2007,-,-,23/08/2007,-,-,INTEREST PAYMENT,
0746H17,GC,28/08/2006,-,-,24/08/2006,24/08/2006,24/08/2006,INTEREST PAYMENT,
0746H17,GC,28/02/2007,-,-,23/02/2007,-,-,INTEREST PAYMENT,
0746H17,GC,28/08/2010,-,-,25/08/2010,-,-,-,
0746H17,GC,28/02/2011,-,-,24/02/2011,-,-,-,
0749D17,GC,16/10/2008,-,-,13/10/2008,-,-,INTEREST PAYMENT,
0749D17,GC,16/04/2008,-,-,10/04/2008,-,-,INTEREST PAYMENT,
0749D17,GC,16/04/2009,-,-,09/04/2009,-,-,INTEREST PAYMENT,
0749D17,GC,16/04/2007,-,-,12/04/2007,-,-,INTEREST PAYMENT,
0749D17,GC,16/04/2010,-,-,12/04/2010,-,-,INTEREST PAYMENT,
0749D17,GC,16/10/2006,-,-,12/10/2006,-,-,INTEREST PAYMENT,
0749D17,GC,16/10/2009,-,-,12/10/2009,-,-,INTEREST PAYMENT,
0749D17,GC,16/10/2007,-,-,11/10/2007,-,-,INTEREST PAYMENT,
0749D17,GC,16/04/2011,-,-,11/04/2011,-,-,-,
0749D17,GC,16/10/2010,-,-,13/10/2010,-,-,-,
0750E10,GC,12/05/2006,-,-,09/05/2006,09/05/2006,10/05/2006,INT,
0750E10,GC,12/05/2010,-,-,07/05/2010,-,-,INT PAYMENT/ REDEMPTION,
0750E10,GC,12/11/2008,-,-,07/11/2008,-,-,INTEREST PAYMENT,
0750E10,GC,12/05/2009,-,-,07/05/2009,-,-,INTEREST PAYMENT,
0750E10,GC,12/11/2007,-,-,07/11/2007,-,-,INTEREST PAYMENT,
0750E10,GC,12/05/2008,-,-,08/05/2008,-,-,INTEREST PAYMENT,
0750E10,GC,12/11/2009,-,-,09/11/2009,-,-,INTEREST PAYMENT,
0750E10,GC,12/11/2006,-,-,09/11/2006,-,-,INTEREST PAYMENT,
0750E10,GC,12/05/2007,-,-,09/05/2007,-,-,INTEREST PAYMENT,
0755E10,GC,14/05/2006,-,-,11/05/2006,11/05/2006,11/05/2006,INT,
0755E10,GC,14/05/2010,-,-,11/05/2010,-,-,INT PAYMENT/ REDEMPTION,
0755E10,GC,14/05/2008,-,-,09/05/2008,-,-,INTEREST PAYMENT,
0755E10,GC,14/11/2006,-,-,09/11/2006,-,-,INTEREST PAYMENT,
0755E10,GC,14/11/2008,-,-,11/11/2008,-,-,INTEREST PAYMENT,
0755E10,GC,14/11/2009,-,-,11/11/2009,-,-,INTEREST PAYMENT,
0755E10,GC,14/11/2007,-,-,08/11/2007,-,-,INTEREST PAYMENT,
0755E10,GC,14/05/2009,-,-,11/05/2009,-,-,INTEREST PAYMENT,
0755E10,GC,14/05/2007,-,-,10/05/2007,-,-,INTEREST PAYMENT,
0795H32,GC,28/02/2008,-,-,25/02/2008,-,-,INTEREST PAYMENT,
0795H32,GC,28/08/2007,-,-,23/08/2007,-,-,INTEREST PAYMENT,
0795H32,GC,28/08/2008,-,-,25/08/2008,-,-,INTEREST PAYMENT,
0795H32,GC,28/08/2009,-,-,25/08/2009,-,-,INTEREST PAYMENT,
0795H32,GC,28/02/2009,-,-,25/02/2009,-,-,INTEREST PAYMENT,
0795H32,GC,28/02/2010,-,-,24/02/2010,-,-,INTEREST PAYMENT,
0795H32,GC,28/08/2006,-,-,24/08/2006,24/08/2006,24/08/2006,INTEREST PAYMENT,
0795H32,GC,28/02/2007,-,-,23/02/2007,-,-,INTEREST PAYMENT,
0795H32,GC,28/02/2011,-,-,24/02/2011,-,-,-,
0795H32,GC,28/08/2010,-,-,25/08/2010,-,-,-,
0800D11,GC,27/04/2006,-,-,24/04/2006,24/04/2006,25/04/2006,INT,
0800D11,GC,27/10/2009,-,-,22/10/2009,-,-,INTEREST PAYMENT,
0800D11,GC,27/04/2007,-,-,24/04/2007,-,-,INTEREST PAYMENT,
0800D11,GC,27/10/2006,-,-,20/10/2006,-,-,INTEREST PAYMENT,
0800D11,GC,27/04/2009,-,-,23/04/2009,-,-,INTEREST PAYMENT,
0800D11,GC,27/10/2008,-,-,23/10/2008,-,-,INTEREST PAYMENT,
0800D11,GC,27/04/2010,-,-,22/04/2010,-,-,INTEREST PAYMENT,
0800D11,GC,27/10/2007,-,-,24/10/2007,-,-,INTEREST PAYMENT,
0800D11,GC,27/04/2008,-,-,24/04/2008,-,-,INTEREST PAYMENT,
0800D11,GC,27/04/2011,-,-,21/04/2011,-,-,-,
0800D11,GC,27/10/2010,-,-,22/10/2010,-,-,-,
0807A17,GC,15/01/2007,-,-,11/01/2007,-,-,INTEREST PAYMANT,
0807A17,GC,15/07/2009,-,-,10/07/2009,-,-,INTEREST PAYMENT,
0807A17,GC,15/07/2007,-,-,12/07/2007,-,-,INTEREST PAYMENT,
0807A17,GC,15/01/2009,-,-,12/01/2009,-,-,INTEREST PAYMENT,
0807A17,GC,15/07/2006,-,-,12/07/2006,12/07/2006,13/07/2006,INTEREST PAYMENT,
0807A17,GC,15/07/2008,-,-,10/07/2008,-,-,INTEREST PAYMENT,
0807A17,GC,15/01/2010,-,-,12/01/2010,-,-,INTEREST PAYMENT,
0807A17,GC,15/01/2008,-,-,10/01/2008,-,-,INTEREST PAYMENT,
0807A17,GC,15/07/2010,-,-,12/07/2010,-,-,INTEREST PAYMENT,
0807A17,GC,15/01/2011,-,-,12/01/2011,-,-,-,
0835E22,GC,14/05/2006,-,-,11/05/2006,11/05/2006,11/05/2006,INT,
0835E22,GC,14/05/2010,-,-,11/05/2010,-,-,INTEREST PAYMENT,
0835E22,GC,14/05/2007,-,-,10/05/2007,-,-,INTEREST PAYMENT,
0835E22,GC,14/11/2006,-,-,09/11/2006,-,-,INTEREST PAYMENT,
0835E22,GC,14/05/2008,-,-,09/05/2008,-,-,INTEREST PAYMENT,
0835E22,GC,14/05/2009,-,-,11/05/2009,-,-,INTEREST PAYMENT,
0835E22,GC,14/11/2009,-,-,11/11/2009,-,-,INTEREST PAYMENT,
0835E22,GC,14/11/2007,-,-,08/11/2007,-,-,INTEREST PAYMENT,
0835E22,GC,14/11/2008,-,-,11/11/2008,-,-,INTEREST PAYMENT,
0835E22,GC,14/11/2010,-,-,11/11/2010,-,-,-,
0835E22,GC,14/05/2011,-,-,11/05/2011,-,-,-,
0875L10,GC,13/06/2006,-,-,08/06/2006,08/06/2006,09/06/2006,INT,
0875L10,GC,13/12/2008,-,-,10/12/2008,-,-,INTEREST PAYMENT,
0875L10,GC,13/12/2009,-,-,10/12/2009,-,-,INTEREST PAYMENT,
0875L10,GC,13/06/2009,-,-,10/06/2009,-,-,INTEREST PAYMENT,
0875L10,GC,13/06/2008,-,-,10/06/2008,-,-,INTEREST PAYMENT,
0875L10,GC,13/12/2006,-,-,08/12/2006,-,-,INTEREST PAYMENT,
0875L10,GC,13/06/2007,-,-,08/06/2007,-,-,INTEREST PAYMENT,
0875L10,GC,13/12/2007,-,-,10/12/2007,-,-,INTEREST PAYMENT,
0875L10,GC,13/12/2010,-,-,09/12/2010,-,-,-,
0900E13,GC,24/05/2006,-,-,19/05/2006,19/05/2006,22/05/2006,INT,
0900E13,GC,24/11/2009,-,-,19/11/2009,-,-,INTEREST PAYMENT,
0900E13,GC,24/11/2006,-,-,21/11/2006,-,-,INTEREST PAYMENT,
0900E13,GC,24/05/2007,-,-,21/05/2007,-,-,INTEREST PAYMENT,
0900E13,GC,24/11/2008,-,-,20/11/2008,-,-,INTEREST PAYMENT,
0900E13,GC,24/11/2007,-,-,21/11/2007,-,-,INTEREST PAYMENT,
0900E13,GC,24/05/2008,-,-,21/05/2008,-,-,INTEREST PAYMENT,
0900E13,GC,24/05/2010,-,-,20/05/2010,-,-,INTEREST PAYMENT,
0900E13,GC,24/05/2009,-,-,21/05/2009,-,-,INTEREST PAYMENT,
0900E13,GC,24/11/2010,-,-,19/11/2010,-,-,-,
0900E13,GC,24/05/2011,-,-,19/05/2011,-,-,-,
0939G11,GC,02/01/2010,-,-,29/12/2009,-,-,INTEREST PAYMENT,
0939G11,GC,02/07/2007,-,-,28/06/2007,-,-,INTEREST PAYMENT,
0939G11,GC,02/01/2007,-,-,28/12/2006,-,-,INTEREST PAYMENT,
0939G11,GC,02/07/2006,-,-,29/06/2006,29/06/2006,29/06/2006,INTEREST PAYMENT,
0939G11,GC,02/01/2008,-,-,28/12/2007,-,-,INTEREST PAYMENT,
0939G11,GC,02/07/2008,-,-,26/06/2008,-,-,INTEREST PAYMENT,
0939G11,GC,02/07/2010,-,-,28/06/2010,-,-,INTEREST PAYMENT,
0939G11,GC,02/07/2009,-,-,26/06/2009,-,-,INTEREST PAYMENT,
0939G11,GC,02/01/2009,-,-,30/12/2008,-,-,INTEREST PAYMENT,
0939G11,GC,02/01/2011,-,-,30/12/2010,-,-,-,
0939G11,GC,02/07/2011,-,-,28/06/2011,-,-,-,
0940I12,GC,11/03/2009,-,-,06/03/2009,-,-,INTEREST PAYMENT,
0940I12,GC,11/03/2007,-,-,08/03/2007,-,-,INTEREST PAYMENT,
0940I12,GC,11/09/2007,-,-,06/09/2007,-,-,INTEREST PAYMENT,
0940I12,GC,11/09/2008,-,-,08/09/2008,-,-,INTEREST PAYMENT,
0940I12,GC,11/03/2008,-,-,05/03/2008,-,-,INTEREST PAYMENT,
0940I12,GC,11/03/2010,-,-,08/03/2010,-,-,INTEREST PAYMENT,
0940I12,GC,11/09/2009,-,-,08/09/2009,-,-,INTEREST PAYMENT,
0940I12,GC,11/09/2006,-,-,07/09/2006,07/09/2006,07/09/2006,INTEREST PAYMENT,
0940I12,GC,11/03/2011,-,-,08/03/2011,-,-,-,
0940I12,GC,11/09/2010,-,-,08/09/2010,-,-,-,
0950B08,GC,20/02/2008,-,-,15/02/2008,-,-,INT PAYMENT/ REDEMPTION,
0950B08,GC,20/02/2007,-,-,14/02/2007,-,-,INTEREST PAYMENT,
0950B08,GC,20/08/2006,-,-,17/08/2006,17/08/2006,17/08/2006,INTEREST PAYMENT,
0950B08,GC,20/08/2007,-,-,16/08/2007,-,-,INTEREST PAYMENT,
0981E13,GC,30/05/2006,-,-,25/05/2006,25/05/2006,26/05/2006,INT,
0981E13,GC,30/05/2009,-,-,27/05/2009,-,-,INTEREST PAYMENT,
0981E13,GC,30/11/2008,-,-,27/11/2008,-,-,INTEREST PAYMENT,
0981E13,GC,30/11/2009,-,-,26/11/2009,-,-,INTEREST PAYMENT,
0981E13,GC,30/05/2010,-,-,26/05/2010,-,-,INTEREST PAYMENT,
